age,Clean_person_emp_length,deafult_flag,income,loan_amnt,loan_grade,loan_int_rate,loan_intent,loan_status,pct_income,person_cred_hist_length,person_home_ownership
23,8,0,69000,9000,B,9.63,EDUCATION,1,0.13,4,RENT
23,8,0,69996,13000,B,11.58,EDUCATION,0,0.19,3,RENT
23,8,0,70000,6725,A,6.62,DEBTCONSOLIDATION,0,0.1,2,RENT
23,8,0,70000,6725,A,6.62,VENTURE,0,0.1,2,RENT
23,8,0,70572,14500,A,5.99,EDUCATION,0,0.21,3,MORTGAGE
23,8,0,71004,20000,D,14.09,EDUCATION,0,0.28,3,RENT
23,8,0,72000,3000,B,11.99,MEDICAL,0,0.04,2,RENT
23,8,0,75000,3000,D,14.11,EDUCATION,0,0.04,3,MORTGAGE
23,8,0,75000,8000,A,6.17,EDUCATION,0,0.11,2,OWN
23,8,0,75000,8000,A,6.17,VENTURE,0,0.11,2,OWN
23,8,0,76000,6000,B,11.49,DEBTCONSOLIDATION,1,0.08,2,MORTGAGE
23,8,0,76896,25000,B,11.71,EDUCATION,0,0.33,2,MORTGAGE
23,8,0,80000,8000,D,15.58,EDUCATION,0,0.1,4,MORTGAGE
23,8,0,81000,10000,B,8.88,PERSONAL,0,0.12,4,MORTGAGE
23,8,0,85000,5000,C,14.35,EDUCATION,0,0.06,3,MORTGAGE
23,8,0,88000,10000,A,7.51,EDUCATION,0,0.11,2,MORTGAGE
23,8,0,89000,8000,D,14.74,DEBTCONSOLIDATION,1,0.09,3,RENT
23,8,0,90000,3600,B,12.69,DEBTCONSOLIDATION,0,0.04,3,MORTGAGE
23,8,0,96000,8000,C,13.49,MEDICAL,0,0.08,3,OWN
23,8,0,99000,1800,A,7.88,EDUCATION,0,0.02,2,MORTGAGE
23,8,0,100000,10000,A,7.66,VENTURE,0,0.1,2,MORTGAGE
23,8,0,100000,16000,A,6.17,PERSONAL,0,0.16,2,MORTGAGE
23,8,0,105000,10000,A,11.09,VENTURE,0,0.1,3,MORTGAGE
23,8,0,110000,7500,C,13.72,VENTURE,0,0.07,4,MORTGAGE
23,8,0,110000,7800,A,11.09,VENTURE,0,0.07,4,MORTGAGE
23,8,0,113000,35000,D,18.25,DEBTCONSOLIDATION,1,0.31,4,RENT
23,8,0,120000,4000,B,10.65,EDUCATION,0,0.03,2,MORTGAGE
23,8,0,120000,10000,A,7.88,MEDICAL,0,0.08,2,MORTGAGE
23,8,0,120000,14000,A,8.94,VENTURE,0,0.12,3,MORTGAGE
23,8,0,127500,12000,B,10.37,VENTURE,0,0.09,4,RENT
23,8,0,135000,10000,F,18.43,EDUCATION,0,0.07,4,MORTGAGE
23,8,0,150000,24000,B,9.76,DEBTCONSOLIDATION,0,0.16,4,MORTGAGE
23,8,0,165996,10000,A,11.09,VENTURE,0,0.06,4,MORTGAGE
23,8,0,175000,21000,B,11.99,PERSONAL,0,0.12,3,MORTGAGE
23,8,0,180000,28000,A,7.51,PERSONAL,0,0.16,3,MORTGAGE
23,8,0,225000,7500,A,8.63,DEBTCONSOLIDATION,0,0.03,2,RENT
23,8,1,48000,1400,D,14.83,MEDICAL,1,0.03,2,MORTGAGE
23,8,1,48000,6000,C,12.87,EDUCATION,0,0.13,2,OWN
23,8,1,48000,6000,C,12.87,VENTURE,0,0.13,3,OWN
23,8,1,50004,2000,C,11.91,EDUCATION,0,0.04,2,MORTGAGE
23,8,1,53950,15000,E,16.63,EDUCATION,1,0.28,2,MORTGAGE
23,8,1,56000,21600,G,21.21,MEDICAL,1,0.39,4,RENT
23,8,1,57720,12000,C,12.87,DEBTCONSOLIDATION,0,0.21,3,RENT
23,8,1,58000,8000,C,13.61,VENTURE,0,0.14,3,MORTGAGE
23,8,1,58000,8000,C,13.61,VENTURE,0,0.14,4,MORTGAGE
23,8,1,65000,9600,C,14.17,PERSONAL,0,0.15,4,OWN
23,8,1,75000,7500,C,13.48,EDUCATION,0,0.1,3,RENT
23,8,1,85000,5000,C,14.35,DEBTCONSOLIDATION,0,0.06,2,MORTGAGE
23,8,1,95000,7200,C,14.79,MEDICAL,0,0.08,4,MORTGAGE
23,8,1,97000,4000,E,16.32,PERSONAL,0,0.04,3,MORTGAGE
23,8,1,116000,15825,D,15.62,EDUCATION,0,0.14,4,MORTGAGE
23,8,1,117000,14000,E,15.68,VENTURE,0,0.12,4,MORTGAGE
24,1,0,7800,1000,B,11.36,EDUCATION,0,0.13,4,RENT
24,1,0,12480,7350,A,6.92,VENTURE,1,0.59,2,RENT
24,1,0,12960,3650,B,9.91,HOMEIMPROVEMENT,1,0.28,3,MORTGAGE
24,1,0,13000,1200,B,11.89,MEDICAL,0,0.09,2,RENT
24,1,0,13200,4000,A,5.79,EDUCATION,1,0.3,3,RENT
24,1,0,19800,5600,A,5.79,DEBTCONSOLIDATION,1,0.28,3,RENT
24,1,0,22000,3000,D,16,EDUCATION,0,0.14,2,OWN
24,1,0,23000,5000,C,11.09,MEDICAL,0,0.22,4,RENT
24,1,0,23000,7200,B,12.69,DEBTCONSOLIDATION,1,0.31,2,RENT
24,1,0,23196,7500,D,13.24,EDUCATION,1,0.32,2,RENT
24,1,0,24000,1000,E,17.99,PERSONAL,1,0.04,3,RENT
24,1,0,24000,1500,A,11.09,EDUCATION,0,0.06,3,RENT
24,1,0,24000,2400,A,7.49,EDUCATION,0,0.1,2,OWN
24,1,0,24000,2500,B,10.74,MEDICAL,0,0.1,3,RENT
24,1,0,24000,3600,A,6.62,DEBTCONSOLIDATION,1,0.15,4,RENT
24,1,0,24000,6000,B,11.99,MEDICAL,0,0.25,4,RENT
24,1,0,24000,8500,A,7.9,MEDICAL,1,0.35,2,RENT
24,1,0,24000,8500,A,7.9,PERSONAL,1,0.35,3,RENT
24,1,0,24148,9975,B,11.48,EDUCATION,1,0.41,4,RENT
24,1,0,25000,4000,B,11.11,MEDICAL,0,0.16,2,MORTGAGE
24,1,0,25000,6500,A,11.09,MEDICAL,0,0.26,4,MORTGAGE
24,1,0,25040,5000,A,5.79,VENTURE,0,0.2,4,MORTGAGE
24,1,0,26000,12250,B,11.49,MEDICAL,1,0.47,2,RENT
24,1,0,27000,7500,B,10.39,DEBTCONSOLIDATION,0,0.28,2,MORTGAGE
24,1,0,27456,9250,C,12.87,MEDICAL,1,0.34,3,RENT
24,1,0,28000,9500,A,5.99,MEDICAL,1,0.34,3,RENT
24,1,0,28800,3500,B,9.99,PERSONAL,0,0.12,4,MORTGAGE
24,1,0,28800,8500,A,11.09,DEBTCONSOLIDATION,0,0.3,2,RENT
24,1,0,29000,4000,B,9.96,MEDICAL,1,0.14,3,RENT
24,1,0,29000,6000,D,15.62,MEDICAL,1,0.21,3,MORTGAGE
24,1,0,29000,10000,B,10.74,VENTURE,1,0.34,2,RENT
24,1,0,29000,20000,B,10.62,HOMEIMPROVEMENT,0,0.69,3,MORTGAGE
24,1,0,29140,2250,C,12.73,VENTURE,0,0.08,4,RENT
24,1,0,29232,11000,B,11.71,PERSONAL,1,0.38,4,MORTGAGE
24,1,0,29232,11000,B,11.71,VENTURE,0,0.38,2,MORTGAGE
24,1,0,30000,3000,B,10.37,PERSONAL,0,0.1,2,RENT
24,1,0,30000,3600,A,8.49,VENTURE,0,0.12,3,RENT
24,1,0,30000,4000,A,7.49,VENTURE,0,0.13,4,RENT
24,1,0,30000,4000,C,11.34,EDUCATION,0,0.13,3,RENT
24,1,0,30000,4300,B,9.63,MEDICAL,0,0.14,4,RENT
24,1,0,30000,9500,C,13.92,VENTURE,1,0.32,2,RENT
24,1,0,30000,12300,B,10.74,EDUCATION,1,0.41,2,RENT
24,1,0,30000,15000,E,15.68,MEDICAL,1,0.5,3,OWN
24,1,0,30972,2000,D,16.29,VENTURE,1,0.06,2,RENT
24,1,0,32000,2700,A,11.09,VENTURE,0,0.08,3,RENT
24,1,0,32000,5000,A,11.09,MEDICAL,0,0.16,3,RENT
24,1,0,32000,6000,C,13.49,HOMEIMPROVEMENT,1,0.19,3,RENT
24,1,0,32000,12000,A,7.29,MEDICAL,1,0.38,2,RENT
24,1,0,33000,5000,F,21.36,MEDICAL,1,0.15,2,RENT
24,1,0,33000,7350,B,11.71,MEDICAL,0,0.22,3,RENT
24,1,0,33000,20000,B,10.99,DEBTCONSOLIDATION,1,0.61,3,RENT
24,1,0,33600,7800,D,16.49,PERSONAL,1,0.23,4,RENT
24,1,0,33600,10000,B,9.88,DEBTCONSOLIDATION,1,0.3,4,RENT
24,1,0,33996,7000,C,13.16,DEBTCONSOLIDATION,1,0.21,3,RENT
24,1,0,33996,7000,C,13.16,VENTURE,1,0.21,4,RENT
24,1,0,34000,5100,C,14.35,PERSONAL,0,0.15,4,MORTGAGE
24,1,0,34000,5750,B,10.75,VENTURE,0,0.17,3,RENT
24,1,0,34000,7000,D,14.09,DEBTCONSOLIDATION,1,0.21,2,MORTGAGE
24,1,0,34000,10000,B,12.69,HOMEIMPROVEMENT,1,0.29,2,RENT
24,1,0,35000,3500,E,16,VENTURE,0,0.1,3,OWN
24,1,0,35000,7000,D,16.29,MEDICAL,0,0.2,4,OWN
24,1,0,35000,10000,A,7.9,MEDICAL,0,0.29,4,OWN
24,1,0,35000,10000,B,11.09,DEBTCONSOLIDATION,0,0.29,4,RENT
24,1,0,35000,10000,B,11.09,MEDICAL,0,0.29,2,RENT
24,1,0,35000,12000,A,6.54,DEBTCONSOLIDATION,1,0.34,2,RENT
24,1,0,35000,12000,A,6.54,VENTURE,1,0.34,2,RENT
24,1,0,35364,20000,B,12.53,MEDICAL,1,0.57,4,RENT
24,1,0,36000,3600,A,7.29,DEBTCONSOLIDATION,0,0.1,2,RENT
24,1,0,36000,7000,A,6.03,MEDICAL,0,0.19,3,RENT
24,1,0,36000,8000,B,12.12,PERSONAL,1,0.22,4,RENT
24,1,0,37000,6000,A,7.66,DEBTCONSOLIDATION,0,0.16,2,RENT
24,1,0,38000,2000,B,11.83,MEDICAL,0,0.05,2,RENT
24,1,0,39000,10000,D,14.11,DEBTCONSOLIDATION,1,0.26,3,RENT
24,1,0,39000,12000,D,14.11,EDUCATION,1,0.31,2,MORTGAGE
24,1,0,39996,3000,B,9.91,PERSONAL,0,0.08,4,MORTGAGE
24,1,0,39996,7000,C,13.11,MEDICAL,0,0.18,3,RENT
24,1,0,39996,16000,B,10.71,MEDICAL,1,0.4,2,RENT
24,1,0,40000,1000,B,10.99,MEDICAL,0,0.03,3,RENT
24,1,0,40000,3000,B,10.74,PERSONAL,0,0.07,3,RENT
24,1,0,40000,3000,C,14.22,MEDICAL,0,0.07,4,RENT
24,1,0,40000,3600,C,13.49,MEDICAL,0,0.09,3,RENT
24,1,0,40000,3825,B,10,VENTURE,0,0.1,3,RENT
24,1,0,40000,3825,B,10,VENTURE,0,0.1,4,RENT
24,1,0,40000,7500,A,5.79,PERSONAL,0,0.19,4,RENT
24,1,0,40000,7500,B,12.42,MEDICAL,0,0.19,4,MORTGAGE
24,1,0,40000,7800,A,11.09,MEDICAL,0,0.2,2,RENT
24,1,0,40000,9000,A,8.94,HOMEIMPROVEMENT,0,0.23,3,OWN
24,1,0,40000,9000,B,11.99,VENTURE,0,0.23,4,RENT
24,1,0,40800,6000,D,12.92,EDUCATION,0,0.15,3,MORTGAGE
24,1,0,41000,6600,B,10.71,MEDICAL,1,0.16,2,MORTGAGE
24,1,0,41000,7000,C,12.53,DEBTCONSOLIDATION,0,0.17,2,RENT
24,1,0,41000,7000,C,12.53,MEDICAL,0,0.17,2,RENT
24,1,0,42000,2000,B,12.69,PERSONAL,1,0.05,4,RENT
24,1,0,42000,3500,A,11.09,PERSONAL,0,0.08,3,RENT
24,1,0,42000,7500,B,10.51,VENTURE,0,0.18,3,OWN
24,1,0,43000,4000,D,17.49,PERSONAL,1,0.09,3,MORTGAGE
24,1,0,43000,7000,A,6.92,MEDICAL,0,0.16,3,MORTGAGE
24,1,0,43500,3000,A,8,PERSONAL,0,0.07,2,RENT
24,1,0,43680,10800,A,5.42,EDUCATION,0,0.25,4,RENT
24,1,0,43680,10800,A,5.42,VENTURE,0,0.25,2,RENT
24,1,0,44000,3200,A,8,MEDICAL,0,0.07,2,RENT
24,1,0,44000,4000,B,8.7,EDUCATION,0,0.09,2,RENT
24,1,0,44000,4000,D,17.58,DEBTCONSOLIDATION,1,0.09,2,RENT
24,1,0,44000,6000,A,8,MEDICAL,0,0.14,2,RENT
24,1,0,44475,5000,B,10.65,VENTURE,0,0.11,3,OWN
24,1,0,45000,3000,B,9.99,DEBTCONSOLIDATION,0,0.07,4,RENT
24,1,0,45000,8400,A,7.9,EDUCATION,0,0.19,3,RENT
24,1,0,45000,10000,A,6.54,EDUCATION,0,0.22,3,RENT
24,1,0,45000,12000,B,10.99,DEBTCONSOLIDATION,0,0.27,3,RENT
24,1,0,45000,12000,B,10.99,VENTURE,0,0.27,3,RENT
24,1,0,47000,6000,B,11.11,PERSONAL,0,0.13,4,OWN
24,1,0,47000,8500,B,11.09,DEBTCONSOLIDATION,0,0.18,3,MORTGAGE
24,1,0,47000,8500,B,11.09,EDUCATION,0,0.18,4,MORTGAGE
24,1,0,47928,6000,B,12.53,MEDICAL,0,0.13,2,RENT
24,1,0,47928,6000,B,12.53,MEDICAL,0,0.13,3,RENT
24,1,0,48000,3500,C,10.28,MEDICAL,0,0.07,4,MORTGAGE
24,1,0,48600,8000,D,11.09,EDUCATION,1,0.16,4,MORTGAGE
24,1,0,50000,1500,C,14.26,DEBTCONSOLIDATION,0,0.03,2,RENT
24,1,0,50000,4000,A,5.42,HOMEIMPROVEMENT,0,0.08,2,RENT
24,1,0,50000,4000,A,7.88,VENTURE,0,0.08,3,RENT
24,1,0,50000,5000,A,7.49,HOMEIMPROVEMENT,0,0.1,2,RENT
24,1,0,50000,5000,D,15.62,HOMEIMPROVEMENT,1,0.1,4,RENT
24,1,0,50000,6000,A,5.79,MEDICAL,0,0.12,4,RENT
24,1,0,50000,10000,A,7.51,DEBTCONSOLIDATION,0,0.2,4,RENT
24,1,0,50000,10000,B,11.71,PERSONAL,0,0.2,2,RENT
24,1,0,50000,11400,C,12.53,PERSONAL,0,0.23,2,MORTGAGE
24,1,0,50000,12000,A,7.51,HOMEIMPROVEMENT,0,0.24,4,RENT
24,1,0,50000,18000,B,12.42,MEDICAL,1,0.36,4,RENT
24,1,0,51000,3000,A,8.9,DEBTCONSOLIDATION,0,0.06,2,RENT
24,1,0,51000,10000,B,11.83,EDUCATION,0,0.2,2,RENT
24,1,0,52000,7000,A,7.74,MEDICAL,0,0.13,4,RENT
24,1,0,52000,8000,C,11.78,EDUCATION,0,0.15,3,RENT
24,1,0,52800,8000,C,12.87,DEBTCONSOLIDATION,0,0.15,4,RENT
24,1,0,53000,6400,D,13.67,EDUCATION,0,0.12,2,MORTGAGE
24,1,0,53000,15000,D,16.77,DEBTCONSOLIDATION,1,0.28,2,RENT
24,1,0,53004,2400,B,10.36,DEBTCONSOLIDATION,0,0.05,2,MORTGAGE
24,1,0,53117,2000,C,13.79,PERSONAL,0,0.04,2,RENT
24,1,0,54000,1500,A,5.42,DEBTCONSOLIDATION,1,0.03,3,MORTGAGE
24,1,0,54000,10000,C,13.35,PERSONAL,0,0.19,4,RENT
24,1,0,54000,10000,D,14.11,DEBTCONSOLIDATION,1,0.19,4,RENT
24,1,0,55000,5225,B,9.91,MEDICAL,0,0.1,4,MORTGAGE
24,1,0,55000,5275,A,8.07,HOMEIMPROVEMENT,0,0.1,4,MORTGAGE
24,1,0,55000,7000,A,7.88,MEDICAL,0,0.13,4,RENT
24,1,0,55000,7500,B,12.53,HOMEIMPROVEMENT,0,0.14,2,RENT
24,1,0,55000,8000,A,8.49,DEBTCONSOLIDATION,0,0.15,3,MORTGAGE
24,1,0,55845,14000,D,14.96,MEDICAL,1,0.21,4,RENT
24,1,0,56000,10000,C,14.35,VENTURE,1,0.18,4,MORTGAGE
24,1,0,56000,15000,C,12.87,DEBTCONSOLIDATION,0,0.27,2,RENT
24,1,0,56500,10000,B,11.09,HOMEIMPROVEMENT,0,0.18,4,RENT
24,1,0,57000,3000,A,7.88,MEDICAL,0,0.05,3,RENT
24,1,0,57996,5000,A,8,HOMEIMPROVEMENT,0,0.09,3,RENT
24,1,0,58650,10000,D,18.25,MEDICAL,1,0.14,4,RENT
24,1,0,59000,10000,A,11.09,EDUCATION,0,0.17,4,RENT
24,1,0,60000,9000,B,11.58,VENTURE,0,0.15,3,RENT
24,1,0,60000,10000,B,11.09,EDUCATION,0,0.17,2,RENT
24,1,0,60000,10000,B,11.09,MEDICAL,0,0.17,3,RENT
24,1,0,60000,12000,B,10.36,DEBTCONSOLIDATION,0,0.2,3,RENT
24,1,0,60000,12000,B,10.99,EDUCATION,0,0.2,4,RENT
24,1,0,60000,13200,A,6.62,PERSONAL,0,0.22,4,RENT
24,1,0,60000,14525,B,10.99,VENTURE,0,0.24,4,RENT
24,1,0,61100,15000,B,12.53,DEBTCONSOLIDATION,0,0.25,2,RENT
24,1,0,61400,12250,C,12.23,VENTURE,0,0.2,4,RENT
24,1,0,62000,20000,A,11.09,MEDICAL,0,0.32,4,MORTGAGE
24,1,0,62050,5600,C,14.65,MEDICAL,1,0.08,4,MORTGAGE
24,1,0,62900,16800,D,15.65,MEDICAL,1,0.23,4,RENT
24,1,0,63000,15675,A,6.54,HOMEIMPROVEMENT,0,0.25,2,RENT
24,1,0,64000,3000,A,11.09,EDUCATION,0,0.05,4,OWN
24,1,0,65000,4000,A,5.42,MEDICAL,0,0.06,2,RENT
24,1,0,65000,5000,B,10.25,HOMEIMPROVEMENT,0,0.08,2,RENT
24,1,0,65000,6000,B,10.99,PERSONAL,0,0.09,2,MORTGAGE
24,1,0,65000,6400,B,9.99,MEDICAL,0,0.1,3,RENT
24,1,0,65000,6400,B,9.99,VENTURE,0,0.1,4,RENT
24,1,0,65000,8500,A,7.51,EDUCATION,0,0.13,2,MORTGAGE
24,1,0,65000,10000,A,8.59,MEDICAL,0,0.15,3,MORTGAGE
24,1,0,68000,5500,E,15.68,PERSONAL,0,0.08,4,MORTGAGE
24,1,0,68000,6000,A,11.09,VENTURE,0,0.09,2,MORTGAGE
24,1,0,68648,5000,B,10.99,VENTURE,0,0.07,2,RENT
24,1,0,69000,4900,B,10.96,EDUCATION,1,0.07,2,MORTGAGE
24,1,0,69000,5600,B,9.99,VENTURE,0,0.08,3,RENT
24,1,0,69996,9600,B,11.71,EDUCATION,0,0.14,4,RENT
24,1,0,70000,9000,B,11.83,EDUCATION,0,0.13,3,MORTGAGE
24,1,0,70000,9000,B,11.83,HOMEIMPROVEMENT,0,0.13,3,MORTGAGE
24,1,0,70000,10000,B,9.88,EDUCATION,0,0.14,2,RENT
24,1,0,70000,10000,B,11.71,EDUCATION,0,0.14,2,RENT
24,1,0,70000,12000,B,11.58,VENTURE,0,0.17,3,RENT
24,1,0,70000,15000,B,11.46,VENTURE,0,0.21,2,MORTGAGE
24,1,0,70000,17600,B,10.62,HOMEIMPROVEMENT,0,0.25,2,RENT
24,1,0,70000,18000,B,9.88,HOMEIMPROVEMENT,0,0.26,2,RENT
24,1,0,70000,25000,B,10.62,VENTURE,0,0.36,2,MORTGAGE
24,1,0,70446,9550,A,7.49,PERSONAL,0,0.14,3,RENT
24,1,0,71040,13100,A,7.49,VENTURE,0,0.18,2,RENT
24,1,0,72000,6000,B,9.99,VENTURE,0,0.08,2,MORTGAGE
24,1,0,72000,12000,A,5.42,PERSONAL,0,0.17,2,MORTGAGE
24,1,0,72000,12000,A,5.42,VENTURE,0,0.17,4,MORTGAGE
24,1,0,72000,16000,B,10.25,EDUCATION,0,0.22,3,MORTGAGE
24,1,0,73000,5000,B,9.01,DEBTCONSOLIDATION,0,0.07,2,RENT
24,1,0,73000,10000,B,11.99,MEDICAL,0,0.14,2,MORTGAGE
24,1,0,74000,4900,C,12.87,PERSONAL,0,0.07,3,RENT
24,1,0,74000,10000,D,14.54,HOMEIMPROVEMENT,1,0.14,2,RENT
24,1,0,74400,3500,A,7.29,EDUCATION,0,0.05,4,RENT
24,1,0,74400,3500,A,7.29,MEDICAL,0,0.05,3,RENT
24,1,0,75000,2000,A,8.94,EDUCATION,0,0.03,4,MORTGAGE
24,1,0,75000,8400,B,12.69,EDUCATION,0,0.11,4,RENT
24,1,0,75996,10000,E,16,DEBTCONSOLIDATION,1,0.13,2,RENT
24,1,0,77000,4000,B,11.99,HOMEIMPROVEMENT,0,0.05,2,MORTGAGE
24,1,0,78000,3500,B,11.83,DEBTCONSOLIDATION,1,0.04,3,RENT
24,1,0,78000,18500,F,15.33,VENTURE,1,0.24,2,RENT
24,1,0,80004,12000,A,7.29,VENTURE,0,0.15,3,RENT
24,1,0,81996,4000,C,12.53,DEBTCONSOLIDATION,0,0.05,4,RENT
24,1,0,82000,7500,A,8.32,EDUCATION,0,0.09,3,MORTGAGE
24,1,0,83500,20000,C,13.48,EDUCATION,0,0.24,3,RENT
24,1,0,84000,12000,A,6.91,MEDICAL,0,0.14,2,RENT
24,1,0,84000,12000,A,6.91,PERSONAL,0,0.14,2,RENT
24,1,0,84996,6000,A,6.03,MEDICAL,0,0.07,3,RENT
24,1,0,85000,4400,A,7.4,DEBTCONSOLIDATION,0,0.05,2,MORTGAGE
24,1,0,85000,4400,A,7.4,PERSONAL,0,0.05,3,MORTGAGE
24,1,0,85000,9000,C,13.92,MEDICAL,0,0.11,4,RENT
24,1,0,85000,10500,A,6.92,VENTURE,0,0.12,3,RENT
24,1,0,85000,11000,A,6.91,MEDICAL,0,0.13,2,RENT
24,1,0,85000,12000,A,7.88,DEBTCONSOLIDATION,0,0.14,3,MORTGAGE
24,1,0,85000,16000,B,11.99,VENTURE,0,0.19,3,RENT
24,1,0,86000,12000,B,10.65,HOMEIMPROVEMENT,0,0.14,3,RENT
24,1,0,86250,9000,B,12.69,HOMEIMPROVEMENT,0,0.1,2,RENT
24,1,0,87000,4000,A,6.03,VENTURE,0,0.05,2,MORTGAGE
24,1,0,87996,7000,B,11.99,PERSONAL,0,0.08,4,MORTGAGE
24,1,0,88000,23000,D,14.54,VENTURE,1,0.26,2,RENT
24,1,0,89908,24250,B,12.53,VENTURE,0,0.27,3,RENT
24,1,0,90000,15000,B,9.99,MEDICAL,0,0.17,4,MORTGAGE
24,1,0,90000,19500,B,9.76,HOMEIMPROVEMENT,0,0.22,2,RENT
24,1,0,91700,6500,B,9.88,EDUCATION,0,0.07,3,RENT
24,1,0,94992,12000,B,11.89,EDUCATION,0,0.13,4,RENT
24,1,0,95000,7450,B,12.69,PERSONAL,0,0.08,4,MORTGAGE
24,1,0,96000,4800,B,11.99,HOMEIMPROVEMENT,0,0.05,3,MORTGAGE
24,1,0,96000,17400,B,10.37,DEBTCONSOLIDATION,0,0.18,2,RENT
24,1,0,96500,14000,E,17.19,EDUCATION,0,0.15,4,MORTGAGE
24,1,0,100000,4600,A,8.49,EDUCATION,0,0.05,2,RENT
24,1,0,100000,5000,A,11.09,DEBTCONSOLIDATION,0,0.05,3,RENT
24,1,0,100000,5000,A,11.09,VENTURE,0,0.05,3,MORTGAGE
24,1,0,100000,6000,A,11.09,DEBTCONSOLIDATION,0,0.06,3,MORTGAGE
24,1,0,100000,6600,B,9.91,EDUCATION,0,0.07,2,MORTGAGE
24,1,0,100000,15000,B,11.89,VENTURE,0,0.15,2,RENT
24,1,0,100000,25000,B,11.09,MEDICAL,0,0.25,3,OTHER
24,1,0,110000,7000,A,7.51,MEDICAL,0,0.06,2,RENT
24,1,0,110000,11200,A,7.49,EDUCATION,0,0.1,4,RENT
24,1,0,110000,12500,B,9.62,DEBTCONSOLIDATION,0,0.11,4,RENT
24,1,0,110000,20000,B,10.38,PERSONAL,0,0.18,4,RENT
24,1,0,111239,14000,A,7.9,EDUCATION,0,0.13,4,MORTGAGE
24,1,0,112500,16000,C,12.29,PERSONAL,0,0.14,3,RENT
24,1,0,114750,3400,B,12.21,MEDICAL,1,0.03,4,RENT
24,1,0,115000,5000,A,8.9,HOMEIMPROVEMENT,0,0.04,3,RENT
24,1,0,118300,15000,C,12.68,PERSONAL,0,0.13,4,RENT
24,1,0,120000,3000,A,6.39,MEDICAL,0,0.03,3,MORTGAGE
24,1,0,120000,24000,B,12.69,VENTURE,0,0.2,4,RENT
24,1,0,120000,25000,D,13.99,EDUCATION,0,0.21,4,MORTGAGE
24,1,0,120000,25000,F,18.53,EDUCATION,0,0.21,2,MORTGAGE
24,1,0,175000,19000,B,11.48,PERSONAL,0,0.11,3,RENT
24,1,0,220000,25000,B,11.58,EDUCATION,0,0.11,2,MORTGAGE
24,1,1,14400,1875,C,13.49,EDUCATION,0,0.13,2,RENT
24,1,1,16800,5000,C,14.22,EDUCATION,1,0.3,4,RENT
24,1,1,19200,4000,C,14.35,MEDICAL,1,0.21,4,RENT
24,1,1,19200,8000,C,13.61,HOMEIMPROVEMENT,1,0.42,3,RENT
24,1,1,22000,3000,D,16,DEBTCONSOLIDATION,0,0.14,2,OWN
24,1,1,22992,5000,C,13.06,HOMEIMPROVEMENT,1,0.22,3,RENT
24,1,1,23000,5000,C,11.09,PERSONAL,0,0.22,2,RENT
24,1,1,24000,2000,D,14.61,HOMEIMPROVEMENT,1,0.08,2,RENT
24,1,1,25200,3200,C,15.23,MEDICAL,0,0.13,2,OWN
24,1,1,26000,5375,C,13.47,MEDICAL,0,0.21,4,RENT
24,1,1,27000,1500,D,16.29,MEDICAL,1,0.06,4,RENT
24,1,1,27311,6250,C,12.87,MEDICAL,0,0.23,4,RENT
24,1,1,27600,2000,C,14.27,PERSONAL,0,0.07,2,MORTGAGE
24,1,1,30000,3000,C,13.98,DEBTCONSOLIDATION,1,0.1,2,RENT
24,1,1,30000,5000,D,15.7,HOMEIMPROVEMENT,1,0.17,4,RENT
24,1,1,31000,2500,D,14.54,EDUCATION,1,0.08,3,RENT
24,1,1,32000,1500,C,13.92,EDUCATION,0,0.05,4,RENT
24,1,1,32400,7000,C,13.98,MEDICAL,0,0.22,2,RENT
24,1,1,33996,9000,E,16,EDUCATION,1,0.26,2,RENT
24,1,1,35000,4500,C,12.87,MEDICAL,0,0.13,3,RENT
24,1,1,35000,7000,D,16.29,HOMEIMPROVEMENT,0,0.2,4,OWN
24,1,1,35200,4000,D,16,MEDICAL,1,0.11,3,RENT
24,1,1,35640,10000,C,13.49,DEBTCONSOLIDATION,0,0.28,3,MORTGAGE
24,1,1,35713,6150,C,11.03,MEDICAL,0,0.17,3,RENT
24,1,1,38272,15250,C,14.17,VENTURE,1,0.4,2,RENT
24,1,1,39000,5000,E,16.77,DEBTCONSOLIDATION,1,0.13,3,RENT
24,1,1,40000,3900,C,12.23,EDUCATION,0,0.1,3,RENT
24,1,1,40000,15000,C,12.87,EDUCATION,1,0.38,3,RENT
24,1,1,42000,2000,D,15.62,HOMEIMPROVEMENT,1,0.05,2,RENT
24,1,1,44000,10000,D,11.09,VENTURE,1,0.23,3,RENT
24,1,1,45000,2000,C,13.99,PERSONAL,0,0.04,2,RENT
24,1,1,45000,16425,C,13.49,PERSONAL,1,0.36,2,RENT
24,1,1,45996,13000,C,13.47,MEDICAL,1,0.28,2,RENT
24,1,1,46180,2500,C,13.98,VENTURE,1,0.05,3,RENT
24,1,1,49000,20000,C,11.34,PERSONAL,1,0.41,4,OTHER
24,1,1,51600,3000,C,12.68,HOMEIMPROVEMENT,0,0.06,4,RENT
24,1,1,52500,9500,C,14.79,EDUCATION,0,0.18,3,RENT
24,1,1,52800,8000,C,12.87,MEDICAL,0,0.15,3,RENT
24,1,1,54000,20000,E,17.04,PERSONAL,1,0.37,3,RENT
24,1,1,54417,9525,C,11.66,MEDICAL,1,0.18,3,MORTGAGE
24,1,1,59000,18000,D,14.96,HOMEIMPROVEMENT,1,0.31,4,RENT
